1000,40,15,237.8,24.222035323801514
4000,50,15,76.3,29.849279161205768
4000,60,15,83.325,27.33273327332733
4000,70,15,107.4,29.376163873370576
4000,80,15,135.2,29.53032544378698
4000,90,15,138.55,28.816311800793937
4000,100,15,165.125,29.492808478425435
4000,120,15,192.9,29.587869362363918
4000,140,15,240.675,27.360548457463384
4000,160,15,264.45,31.38589525430138
1000,40,15,163.0,13.803680981595091
4000,50,15,82.55,27.589339794064202
4000,60,15,78.65,28.957406230133504
4000,70,15,109.75,28.747152619589976
4000,80,15,118.55,26.613243357233234
4000,90,15,115.05,27.42285962624946
4000,100,15,114.45,27.566622979467017
4000,120,15,113.85,27.711901624945103
4000,140,15,114.45,27.566622979467017
4000,160,15,117.0,26.965811965811966
